epoch,acc,loss,val_acc,val_loss
0,0.729447711767,1.16946307867,0.78044586228,0.848500179057
1,0.797997502415,0.763901755521,0.80412216977,0.708834601256
2,0.818187356016,0.655756165473,0.814801430539,0.644134247379
